condition,invest,payout,payout_r,payout_p,id,excluded,block_number,role,subjectTake,response_bool,proposerTake,subject_response,subject_response_bool,prev_subjectTake,prev_response_bool,prev_proposerTake,prev_subject_response,prev_subject_response_bool,prev_prev_subjectTake,prev_prev_response_bool,prev_prev_proposerTake,prev_prev_subject_response,prev_prev_subject_response_bool,deception,deception_scale,E_p,E_r,received
selfish,,5.0,,5.0,100,0,3,p,5.0,1.0,,,,,,5.0,1.0,1.0,7.0,0.0,,,,1,5,6.4,6.7272727272727275,
selfish,,,,,100,0,3,r,,,7.0,0.0,,5.0,1.0,,,,,,5.0,1.0,1.0,1,5,6.2727272727272725,6.7272727272727275,3.0
selfish,,0.0,,0.0,100,0,3,p,8.0,0.0,,,,,,7.0,0.0,,5.0,1.0,,,,1,5,6.2727272727272725,6.75,
selfish,,0.0,0.0,,100,0,3,r,,,9.0,-2.0,0.0,8.0,0.0,,,,,,7.0,0.0,,1,5,6.416666666666667,6.75,1.0
selfish,,5.0,,5.0,100,0,3,p,5.0,1.0,,,,,,9.0,-2.0,0.0,8.0,0.0,,,,1,5,6.416666666666667,6.923076923076923,
selfish,,0.0,0.0,,100,0,3,r,,,9.0,-2.0,0.0,5.0,1.0,,,,,,9.0,-2.0,0.0,1,5,6.3076923076923075,6.923076923076923,1.0
selfish,,5.0,,5.0,100,0,3,p,5.0,1.0,,,,,,9.0,-2.0,0.0,5.0,1.0,,,,1,5,6.3076923076923075,7.071428571428571,
selfish,0.0,,,,100,0,3,p,,,,,,5.0,1.0,,,,,,9.0,-2.0,0.0,1,5,6.214285714285714,7.071428571428571,
reciprocity,,0.0,0.0,,100,0,4,r,,,7.0,-2.0,0.0,,,,,,,,,,,1,5,,,3.0
reciprocity,,5.0,,5.0,100,0,4,p,5.0,1.0,,,,,,7.0,-2.0,0.0,,,,,,1,5,,7.0,
reciprocity,,5.0,5.0,,100,0,4,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,7.0,-2.0,0.0,1,5,5.0,7.0,5.0
reciprocity,,,,,100,0,4,p,,0.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,1,5,5.0,6.0,
reciprocity,,,,,100,0,4,r,,,7.0,0.0,,,0.0,,,,,,5.0,1.0,1.0,1,5,5.0,6.0,3.0
reciprocity,,5.0,5.0,,100,0,4,r,,,5.0,1.0,1.0,,,7.0,0.0,,,0.0,,,,1,5,5.0,6.333333333333333,5.0
reciprocity,,0.0,,0.0,100,0,4,p,7.0,0.0,,,,,,5.0,1.0,1.0,,,7.0,0.0,,1,5,5.0,6.0,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,0.0,,,,,,5.0,1.0,1.0,1,5,6.0,6.0,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,0.0,,,,1,5,6.0,6.2,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.333333333333333,6.2,3.0
reciprocity,,,,,100,0,4,p,,0.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.333333333333333,6.333333333333333,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,,0.0,,,,,,7.0,1.0,1.0,1,5,6.333333333333333,6.333333333333333,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,,0.0,,,,1,5,6.333333333333333,6.428571428571429,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.5,6.428571428571429,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.5,6.5,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.6,6.5,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.6,6.555555555555555,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.666666666666667,6.555555555555555,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.666666666666667,6.6,
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.714285714285714,6.6,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,7.0,1.0,,,,1,5,6.75,6.6,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.75,6.636363636363637,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.777777777777778,6.636363636363637,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.777777777777778,6.666666666666667,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.8,6.666666666666667,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.8,6.6923076923076925,
reciprocity,,3.0,3.0,,100,0,4,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.818181818181818,6.6923076923076925,3.0
reciprocity,,7.0,,7.0,100,0,4,p,7.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,1,5,6.818181818181818,6.714285714285714,
reciprocity,0.0,,,,100,0,4,p,,,,,,7.0,1.0,,,,,,7.0,1.0,1.0,1,5,6.833333333333333,6.714285714285714,
generous,,5.0,,5.0,101,0,0,p,5.0,1.0,,,,,,,,,,,,,,0,1,,,
generous,,5.0,5.0,,101,0,0,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,,,,0,1,5.0,,5.0
generous,,,,,101,0,0,p,,0.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,5.0,
generous,,3.0,3.0,,101,0,0,r,,,7.0,1.0,1.0,,0.0,,,,,,5.0,1.0,1.0,0,1,5.0,5.0,3.0
generous,,5.0,,5.0,101,0,0,p,5.0,1.0,,,,,,7.0,1.0,1.0,,0.0,,,,0,1,5.0,6.0,
generous,,,,,101,0,0,p,,0.0,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,6.0,
generous,,0.0,0.0,,101,0,0,r,,,6.0,-1.0,0.0,,0.0,,,,5.0,1.0,,,,0,1,5.0,6.0,4.0
generous,,5.0,,5.0,101,0,0,p,5.0,1.0,,,,,,6.0,-1.0,0.0,,0.0,,,,0,1,5.0,6.0,
generous,,5.0,5.0,,101,0,0,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,6.0,-1.0,0.0,0,1,5.0,6.0,5.0
generous,,5.0,,5.0,101,0,0,p,5.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,5.75,
generous,,5.0,5.0,,101,0,0,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,1,5.0,5.75,5.0
generous,,7.0,,7.0,101,0,0,p,7.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,5.6,
generous,,5.0,5.0,,101,0,0,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,5.0,1.0,1.0,0,1,5.4,5.6,5.0
generous,10.0,,,,101,0,0,p,,,,,,,,5.0,1.0,1.0,7.0,1.0,,,,0,1,5.4,5.5,
control,,6.0,,6.0,101,0,1,p,6.0,1.0,,,,,,,,,,,,,,0,1,,,
control,,0.0,0.0,,101,0,1,r,,,7.0,-1.0,0.0,6.0,1.0,,,,,,,,,0,1,6.0,,3.0
control,,5.0,,5.0,101,0,1,p,5.0,1.0,,,,,,7.0,-1.0,0.0,6.0,1.0,,,,0,1,6.0,7.0,
control,,5.0,5.0,,101,0,1,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,-1.0,0.0,0,1,5.5,7.0,5.0
control,,5.0,,5.0,101,0,1,p,5.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.5,6.0,
control,,4.0,4.0,,101,0,1,r,,,6.0,1.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.333333333333333,6.0,4.0
control,,6.0,,6.0,101,0,1,p,6.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,,,,0,1,5.333333333333333,6.0,
control,,0.0,0.0,,101,0,1,r,,,9.0,-1.0,0.0,6.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.5,6.0,1.0
control,,,,,101,0,1,p,,0.0,,,,,,9.0,-1.0,0.0,6.0,1.0,,,,0,1,5.5,6.75,
control,,4.0,4.0,,101,0,1,r,,,6.0,1.0,1.0,,0.0,,,,,,9.0,-1.0,0.0,0,1,5.5,6.75,4.0
control,,5.0,,5.0,101,0,1,p,5.0,1.0,,,,,,6.0,1.0,1.0,,0.0,,,,0,1,5.5,6.6,
control,,0.0,0.0,,101,0,1,r,,,7.0,-1.0,0.0,5.0,1.0,,,,,,6.0,1.0,1.0,0,1,5.4,6.6,3.0
control,,5.0,,5.0,101,0,1,p,5.0,1.0,,,,,,7.0,-1.0,0.0,5.0,1.0,,,,0,1,5.4,6.666666666666667,
control,15.0,,,,101,0,1,p,,,,,,5.0,1.0,,,,,,7.0,-1.0,0.0,0,1,5.333333333333333,6.666666666666667,
reciprocity,,5.0,,5.0,101,0,2,p,5.0,1.0,,,,,,,,,,,,,,0,1,,,
reciprocity,,5.0,5.0,,101,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,,,,0,1,5.0,,5.0
reciprocity,,,,,101,0,2,p,,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,5.0,
reciprocity,,5.0,5.0,,101,0,2,r,,,5.0,2.0,1.0,,0.0,,,,,,5.0,2.0,1.0,0,1,5.0,5.0,5.0
reciprocity,,5.0,,5.0,101,0,2,p,5.0,1.0,,,,,,5.0,2.0,1.0,,0.0,,,,0,1,5.0,5.0,
reciprocity,,5.0,5.0,,101,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.0,5.0,5.0
reciprocity,,,,,101,0,2,p,,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,5.0,
reciprocity,,3.0,3.0,,101,0,2,r,,,7.0,1.0,1.0,,0.0,,,,,,5.0,2.0,1.0,0,1,5.0,5.0,3.0
reciprocity,,5.0,,5.0,101,0,2,p,5.0,1.0,,,,,,7.0,1.0,1.0,,0.0,,,,0,1,5.0,5.5,
reciprocity,,5.0,5.0,,101,0,2,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.0,5.5,5.0
reciprocity,,0.0,,0.0,101,0,2,p,9.0,0.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,5.4,
reciprocity,,1.0,1.0,,101,0,2,r,,,9.0,2.0,1.0,9.0,0.0,,,,,,5.0,2.0,1.0,0,1,6.0,5.4,1.0
reciprocity,,5.0,,5.0,101,0,2,p,5.0,1.0,,,,,,9.0,2.0,1.0,9.0,0.0,,,,0,1,6.0,6.0,
reciprocity,5.0,,,,101,0,2,p,,,,,,5.0,1.0,,,,,,9.0,2.0,1.0,0,1,5.8,6.0,
anti_reciprocity,,,,,101,0,3,p,,0.0,,,,,,,,,,,,,,0,1,,,
anti_reciprocity,,3.0,3.0,,101,0,3,r,,,7.0,1.0,1.0,,0.0,,,,,,,,,0,1,,,3.0
anti_reciprocity,,0.0,,0.0,101,0,3,p,5.0,0.0,,,,,,7.0,1.0,1.0,,0.0,,,,0,1,,7.0,
anti_reciprocity,,1.0,1.0,,101,0,3,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,7.0,1.0,1.0,0,1,5.0,7.0,1.0
anti_reciprocity,,0.0,,0.0,101,0,3,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.0,8.0,
anti_reciprocity,,1.0,1.0,,101,0,3,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.0,8.0,1.0
anti_reciprocity,,0.0,,0.0,101,0,3,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.0,8.333333333333334,
anti_reciprocity,,1.0,1.0,,101,0,3,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.0,8.333333333333334,1.0
anti_reciprocity,,0.0,,0.0,101,0,3,p,6.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.0,8.5,
anti_reciprocity,,2.0,2.0,,101,0,3,r,,,8.0,1.0,1.0,6.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.25,8.5,2.0
anti_reciprocity,,0.0,,0.0,101,0,3,p,5.0,0.0,,,,,,8.0,1.0,1.0,6.0,0.0,,,,0,1,5.25,8.4,
anti_reciprocity,,1.0,1.0,,101,0,3,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,8.0,1.0,1.0,0,1,5.2,8.4,1.0
anti_reciprocity,,0.0,,0.0,101,0,3,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.2,8.5,
anti_reciprocity,,,,,101,0,3,p,,,,,,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.166666666666667,8.5,
selfish,,5.0,,5.0,101,0,4,p,5.0,1.0,,,,,,,,,,,,,,0,1,,,
selfish,,1.0,1.0,,101,0,4,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,,,,0,1,5.0,,1.0
selfish,,,,,101,0,4,p,,0.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,9.0,
selfish,,1.0,1.0,,101,0,4,r,,,9.0,1.0,1.0,,0.0,,,,,,9.0,1.0,1.0,0,1,5.0,9.0,1.0
selfish,,5.0,,5.0,101,0,4,p,5.0,1.0,,,,,,9.0,1.0,1.0,,0.0,,,,0,1,5.0,9.0,
selfish,,1.0,1.0,,101,0,4,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,9.0,1.0,1.0,0,1,5.0,9.0,1.0
selfish,,6.0,,6.0,101,0,4,p,6.0,1.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,9.0,
selfish,,4.0,4.0,,101,0,4,r,,,6.0,1.0,1.0,6.0,1.0,,,,,,9.0,1.0,1.0,0,1,5.333333333333333,9.0,4.0
selfish,,0.0,,0.0,101,0,4,p,7.0,0.0,,,,,,6.0,1.0,1.0,6.0,1.0,,,,0,1,5.333333333333333,8.25,
selfish,,4.0,4.0,,101,0,4,r,,,6.0,1.0,1.0,7.0,0.0,,,,,,6.0,1.0,1.0,0,1,5.75,8.25,4.0
selfish,,,,,101,0,4,p,,0.0,,,,,,6.0,1.0,1.0,7.0,0.0,,,,0,1,5.75,7.8,
selfish,,3.0,3.0,,101,0,4,r,,,7.0,1.0,1.0,,0.0,,,,,,6.0,1.0,1.0,0,1,5.75,7.8,3.0
selfish,,5.0,,5.0,101,0,4,p,5.0,1.0,,,,,,7.0,1.0,1.0,,0.0,,,,0,1,5.75,7.666666666666667,
selfish,10.0,,,,101,0,4,p,,,,,,5.0,1.0,,,,,,7.0,1.0,1.0,0,1,5.6,7.666666666666667,
anti_reciprocity,,5.0,,5.0,101,0,5,p,5.0,1.0,,,,,,,,,,,,,,0,1,,,
anti_reciprocity,,1.0,1.0,,101,0,5,r,,,9.0,1.0,1.0,5.0,1.0,,,,,,,,,0,1,5.0,,1.0
anti_reciprocity,,0.0,,0.0,101,0,5,p,6.0,0.0,,,,,,9.0,1.0,1.0,5.0,1.0,,,,0,1,5.0,9.0,
anti_reciprocity,,2.0,2.0,,101,0,5,r,,,8.0,1.0,1.0,6.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.5,9.0,2.0
anti_reciprocity,,0.0,,0.0,101,0,5,p,5.0,0.0,,,,,,8.0,1.0,1.0,6.0,0.0,,,,0,1,5.5,8.5,
anti_reciprocity,,1.0,1.0,,101,0,5,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,8.0,1.0,1.0,0,1,5.333333333333333,8.5,1.0
anti_reciprocity,,0.0,,0.0,101,0,5,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.333333333333333,8.666666666666666,
anti_reciprocity,,1.0,1.0,,101,0,5,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.25,8.666666666666666,1.0
anti_reciprocity,,0.0,,0.0,101,0,5,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.25,8.75,
anti_reciprocity,,1.0,1.0,,101,0,5,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.2,8.75,1.0
anti_reciprocity,,0.0,,0.0,101,0,5,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.2,8.8,
anti_reciprocity,,1.0,1.0,,101,0,5,r,,,9.0,1.0,1.0,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.166666666666667,8.8,1.0
anti_reciprocity,,0.0,,0.0,101,0,5,p,5.0,0.0,,,,,,9.0,1.0,1.0,5.0,0.0,,,,0,1,5.166666666666667,8.833333333333334,
anti_reciprocity,10.0,,,,101,0,5,p,,,,,,5.0,0.0,,,,,,9.0,1.0,1.0,0,1,5.142857142857143,8.833333333333334,
generous,,5.0,,5.0,101,0,6,p,5.0,1.0,,,,,,,,,,,,,,0,1,,,
generous,,5.0,5.0,,101,0,6,r,,,5.0,2.0,1.0,5.0,1.0,,,,,,,,,0,1,5.0,,5.0
generous,,6.0,,6.0,101,0,6,p,6.0,1.0,,,,,,5.0,2.0,1.0,5.0,1.0,,,,0,1,5.0,5.0,
generous,,5.0,5.0,,101,0,6,r,,,5.0,2.0,1.0,6.0,1.0,,,,,,5.0,2.0,1.0,0,1,5.5,5.0,5.0
generous,,7.0,,7.0,101,0,6,p,7.0,1.0,,,,,,5.0,2.0,1.0,6.0,1.0,,,,0,1,5.5,5.0,
generous,,5.0,5.0,,101,0,6,r,,,5.0,1.0,1.0,7.0,1.0,,,,,,5.0,2.0,1.0,0,1,6.0,5.0,5.0
generous,,5.0,,5.0,101,0,6,p,5.0,1.0,,,,,,5.0,1.0,1.0,7.0,1.0,,,,0,1,6.0,5.0,
generous,,5.0,5.0,,101,0,6,r,,,5.0,1.0,1.0,5.0,1.0,,,,,,5.0,1.0,1.0,0,1,5.75,5.0,5.0
generous,,8.0,,8.0,101,0,6,p,8.0,1.0,,,,,,5.0,1.0,1.0,5.0,1.0,,,,0,1,5.75,5.0,
generous,,5.0,5.0,,101,0,6,r,,,5.0,2.0,1.0,8.0,1.0,,,,,,5.0,1.0,1.0,0,1,6.2,5.0,5.0
generous,,9.0,,9.0,101,0,6,p,9.0,1.0,,,,,,5.0,2.0,1.0,8.0,1.0,,,,0,1,6.2,5.0,
generous,,5.0,5.0,,101,0,6,r,,,5.0,2.0,1.0,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,6.666666666666667,5.0,5.0
generous,,9.0,,9.0,101,0,6,p,9.0,1.0,,,,,,5.0,2.0,1.0,9.0,1.0,,,,0,1,6.666666666666667,5.0,
generous,10.0,,,,101,0,6,p,,,,,,9.0,1.0,,,,,,5.0,2.0,1.0,0,1,7.0,5.0,
reciprocity,,0.0,,0.0,101,0,7,p,9.0,0.0,,,,,,,,,,,,,,0,1,,,
reciprocity,,,,,101,0,7,r,,,9.0,,,9.0,0.0,,,,,,,,,0,1,9.0,,1.0
reciprocity,,0.0,,0.0,101,0,7,p,8.0,0.0,,,,,,9.0,,,9.0,0.0,,,,0,1,9.0,9.0,
reciprocity,,2.0,2.0,,101,0,7,r,,,8.0,1.0,1.0,8.0,0.0,,,,,,9.0,,,0,1,8.5,9.0,2.0
reciprocity,,7.0,,7.0,101,0,7,p,7.0,1.0,,,,,,8.0,1.0,1.0,8.0,0.0,,,,0,1,8.5,8.5,
reciprocity,,3.0,3.0,,101,0,7,r,,,7.0,1.0,1.0,7.0,1.0,,,,,,8.0,1.0,1.0,0,1,8.0,8.5,3.0
reciprocity,,8.0,,8.0,101,0,7,p,8.0,1.0,,,,,,7.0,1.0,1.0,7.0,1.0,,,,0,1,8.0,8.0,
reciprocity,,2.0,2.0,,101,0,7,r,,,8.0,2.0,1.0,8.0,1.0,,,,,,7.0,1.0,1.0,0,1,8.0,8.0,2.0
reciprocity,,8.0,,8.0,101,0,7,p,8.0,1.0,,,,,,8.0,2.0,1.0,8.0,1.0,,,,0,1,8.0,8.0,
reciprocity,,2.0,2.0,,101,0,7,r,,,8.0,1.0,1.0,8.0,1.0,,,,,,8.0,2.0,1.0,0,1,8.0,8.0,2.0
reciprocity,,8.0,,8.0,101,0,7,p,8.0,1.0,,,,,,8.0,1.0,1.0,8.0,1.0,,,,0,1,8.0,8.0,
reciprocity,,2.0,2.0,,101,0,7,r,,,8.0,1.0,1.0,8.0,1.0,,,,,,8.0,1.0,1.0,0,1,8.0,8.0,2.0
